156^0^588^299^186^280.06^2000-01-06 17:35:27
905^1^266^846^51^21.96^2000-01-06 17:35:27
11^2^270^244^123^12.64^2000-01-06 17:35:27
346^3^1333^78^82^43.57^2000-01-06 17:35:27
304^4^469^16^196^2158.72^2000-01-06 17:35:27
406^5^795^762^91^1392.89^2000-01-06 17:35:27
176^6^326^263^156^7.79^2000-01-06 17:35:27
604^7^3443^928^197^9.63^2000-01-06 17:35:27
742^8^2966^651^172^792.96^2000-01-06 17:35:27
110^9^318^397^229^7.24^2000-01-06 17:35:27
64^10^2970^514^154^48.3^2000-01-06 17:35:27
214^11^117^478^31^11.69^2000-01-06 17:35:27
850^12^3429^54^102^14.03^2000-01-06 17:35:27
40^13^661^657^72^72.05^2000-01-06 17:35:27
176^14^3054^660^169^8.08^2000-01-06 17:35:27
580^15^2050^145^106^20.51^2000-01-06 17:35:27
499^16^782^337^94^189.69^2000-01-06 17:35:27
733^17^1040^10^218^44.81^2000-01-06 17:35:27
271^18^1096^723^5^66.07^2000-01-06 17:35:27
375^19^1463^367^96^19.38^2000-01-06 17:35:27
226^20^1085^788^197^119.08^2000-01-06 17:35:27
704^21^2367^73^188^955.84^2000-01-06 17:35:27
626^22^1220^216^123^1002.42^2000-01-06 17:35:27
979^23^2940^319^101^52.49^2000-01-06 17:35:27
740^24^976^826^225^141.31^2000-01-06 17:35:27
574^25^2469^407^124^40.56^2000-01-06 17:35:27
509^26^2154^401^97^32.3^2000-01-06 17:35:27
945^27^121^782^1^16.02^2000-01-06 17:35:27
495^28^1901^154^211^15.36^2000-01-06 17:35:27
419^29^3101^582^225^10.65^2000-01-06 17:35:27
338^30^2113^355^238^131.75^2000-01-06 17:35:27
59^31^3475^61^23^27.12^2000-01-06 17:35:27
135^32^1601^31^141^90.46^2000-01-06 17:35:27
505^33^3580^513^133^54.09^2000-01-06 17:35:27
528^34^3802^89^161^133.28^2000-01-06 17:35:27
257^35^3730^346^167^64.89^2000-01-06 17:35:27
541^36^2942^376^86^226.47^2000-01-15 04:55:22
161^37^1537^803^204^48.76^2000-01-15 04:55:22
466^38^2193^57^237^792.0^2000-01-15 04:55:22
182^39^748^592^42^37.78^2000-01-15 04:55:22
359^40^3433^104^234^7.77^2000-01-15 04:55:22
267^41^3250^233^136^18.11^2000-01-15 04:55:22
120^42^874^421^5^2355.56^2000-01-15 04:55:22
60^43^1718^738^139^14.91^2000-01-15 04:55:22
472^44^2553^640^200^31.8^2000-01-15 04:55:22
212^45^2999^612^68^18.51^2000-01-15 04:55:22
49^46^1442^566^220^19.62^2000-01-15 04:55:22
944^47^198^238^114^24.13^2000-01-15 04:55:22
787^48^979^794^92^30.31^2000-01-15 04:55:22
914^49^2320^537^33^547.72^2000-01-15 04:55:22
259^50^498^173^171^56.08^2000-01-15 04:55:22
155^51^1759^262^92^19.95^2000-01-15 04:55:22
947^52^908^907^237^27.53^2000-01-15 04:55:22
745^53^3321^993^214^40.59^2000-01-15 04:55:22
915^54^382^188^77^65.09^2000-01-15 04:55:22
930^55^1176^318^83^1656.33^2000-01-15 04:55:22
905^56^1818^566^56^69.06^2000-01-15 04:55:22
680^57^1031^231^19^18.79^2000-01-15 04:55:22
587^58^1945^347^158^6.32^2000-01-15 04:55:22
855^59^1164^982^15^16.28^2000-01-15 04:55:22
364^60^555^327^13^80.88^2000-01-15 04:55:22
21^61^2729^845^215^10.47^2000-01-19 22:18:29
200^62^2374^634^168^214.23^2000-01-19 22:18:29
523^63^2007^891^72^38.64^2000-01-19 22:18:29
79^64^3092^287^56^21.76^2000-01-19 22:18:29
704^65^3602^361^216^16.35^2000-01-19 22:18:29
957^66^564^75^138^305.27^2000-01-19 22:18:29
715^67^2733^312^4^20.72^2000-01-19 22:18:29
866^68^586^271^95^16.64^2000-01-19 22:18:29
191^69^1364^77^133^21.37^2000-01-19 22:18:29
111^70^2635^410^63^22.61^2000-01-19 22:18:29
706^71^2026^6^234^15.55^2000-01-19 22:18:29
769^72^509^743^38^10.31^2000-01-19 22:18:29
268^73^3272^896^188^9.79^2000-01-19 22:18:29
295^74^487^991^7^83.72^2000-01-19 22:18:29
347^75^3501^635^9^17.77^2000-01-19 22:18:29
707^76^552^884^63^29.98^2000-01-19 22:18:29
822^77^1401^41^228^24.49^2000-01-19 22:18:29
864^78^3004^808^90^21.45^2000-01-19 22:18:29
