0^132^13.92^6^Fullfilled^2017-03-11 23:45:03
1^145^196.57^24^Fullfilled^2017-03-11 23:45:03
2^360^13.87^159^Fullfilled^2017-03-11 23:45:03
3^452^19.89^205^Fullfilled^2017-03-11 23:45:03
4^457^6.76^44^Fullfilled^2017-03-11 23:45:03
5^14^3532.81^235^Fullfilled^2017-03-11 23:45:03
6^30^17.52^125^Fullfilled^2017-03-11 23:45:03
7^43^15.69^205^Fullfilled^2017-03-11 23:45:03
8^320^28.9^55^Fullfilled^2017-03-11 23:45:03
9^364^148.29^8^Fullfilled^2017-03-11 23:45:03
10^105^15.2^128^Fullfilled^2017-03-11 23:45:03
11^208^204.37^46^Fullfilled^2017-03-11 23:45:03
12^395^103.76^92^Fullfilled^2017-03-11 23:45:03
13^405^17.88^241^Fullfilled^2017-03-11 23:45:03
14^436^13.77^87^Fullfilled^2017-03-11 23:45:03
15^42^10.47^166^Fullfilled^2017-03-11 23:45:03
16^177^18.41^89^Fullfilled^2017-03-11 23:45:03
17^330^6.77^21^Fullfilled^2017-03-11 23:45:03
18^359^18.37^22^Fullfilled^2017-03-11 23:45:03
19^495^10.63^35^Fullfilled^2017-03-11 23:45:03
20^93^16.57^188^Fullfilled^2017-03-11 23:45:03
21^111^28.38^238^Fullfilled^2017-03-11 23:45:03
22^186^6.07^86^Fullfilled^2017-03-11 23:45:03
23^189^26.97^218^Fullfilled^2017-03-11 23:45:03
24^414^2204.86^236^Fullfilled^2017-03-11 23:45:03
25^35^60.12^25^Fullfilled^2017-03-06 16:56:27
26^113^48.88^15^Fullfilled^2017-03-06 16:56:27
27^130^64.14^203^Fullfilled^2017-03-06 16:56:27
28^226^21.49^34^Fullfilled^2017-03-06 16:56:27
29^361^344.09^99^Fullfilled^2017-03-06 16:56:27
30^206^8.05^234^Fullfilled^2017-03-06 16:56:27
31^261^9.67^96^Fullfilled^2017-03-06 16:56:27
32^285^45.43^231^Fullfilled^2017-03-06 16:56:27
33^369^86.63^99^Fullfilled^2017-03-06 16:56:27
34^447^1213.97^222^Fullfilled^2017-03-06 16:56:27
35^10^20.79^190^Fullfilled^2017-03-06 16:56:27
36^21^97.94^145^Fullfilled^2017-03-06 16:56:27
37^22^9.93^125^Fullfilled^2017-03-06 16:56:27
38^37^16.31^86^Fullfilled^2017-03-06 16:56:27
39^275^195.24^132^Fullfilled^2017-03-06 16:56:27
40^157^13.87^178^Fullfilled^2017-03-06 16:56:27
41^172^21.63^93^Fullfilled^2017-03-06 16:56:27
42^311^17.77^97^Fullfilled^2017-03-06 16:56:27
43^358^32.76^146^Fullfilled^2017-03-06 16:56:27
44^461^33.28^19^Fullfilled^2017-03-06 16:56:27
45^220^46.88^152^Fullfilled^2017-03-06 16:56:27
46^254^561.99^44^Fullfilled^2017-03-06 16:56:27
47^268^19.25^14^Fullfilled^2017-03-06 16:56:27
48^441^18.28^63^Fullfilled^2017-03-06 16:56:27
49^466^45.78^142^Fullfilled^2017-03-06 16:56:27
50^272^1056.49^47^Fullfilled^2019-05-20 12:40:48
51^394^8.81^122^Fullfilled^2019-05-20 12:40:48
52^418^7.36^39^Fullfilled^2019-05-20 12:40:48
53^499^293.0^244^Fullfilled^2019-05-20 12:40:48
54^320^71.67^2^Fullfilled^2013-10-02 15:40:53
55^402^188.44^175^Fullfilled^2013-10-02 15:40:53
