"0","34","354.60","12","En Route","2022-01-08 13:53:43"
"1","90","292.44","5","En Route","2009-07-20 12:51:13"
"2","7","31.20","7","En Route","1972-03-07 09:42:49"
"3","38","73.16","8","Returned","1978-07-05 03:10:59"
"4","0","240.51","14","Ordered","2015-11-05 13:04:35"
"5","77","104.42","4","Ordered","2000-02-02 21:15:47"
"6","56","398.71","4","Returned","1991-06-15 22:53:28"
"7","32","54.91","17","En Route","2008-04-11 02:47:12"
"8","58","22.78","11","En Route","2002-11-28 20:54:59"
"9","25","339.55","7","En Route","1970-07-14 12:53:20"
"10","76","218.87","4","Returned","2021-06-18 05:47:45"
"11","77","407.04","12","En Route","1991-07-11 04:39:33"
"12","46","214.10","9","En Route","1976-12-19 20:48:17"
"13","60","287.14","9","En Route","1983-03-11 11:53:59"
"14","64","76.81","15","Returned","2008-04-28 11:28:03"
"15","67","286.02","17","Ordered","1991-03-22 15:47:32"
"16","28","74.49","10","Returned","1971-03-05 21:05:52"
"17","94","212.95","16","Ordered","1975-07-23 14:39:01"
"18","0","108.99","8","Returned","1998-03-08 19:26:02"
"19","21","116.26","14","Returned","1978-08-31 21:30:37"
"20","20","56.90","13","En Route","2013-03-26 16:24:15"
"21","84","324.69","14","Returned","2000-01-06 08:24:38"
"22","45","307.20","5","En Route","1979-11-17 16:00:13"
"23","95","379.33","10","En Route","1970-04-04 22:32:25"
"24","45","371.56","16","Returned","1986-04-25 21:49:59"
"25","66","115.16","5","Ordered","1993-04-27 00:42:26"
"26","68","9.50","14","En Route","1995-10-15 12:34:00"
"27","51","180.44","6","Ordered","2016-08-23 20:57:26"
"28","93","486.03","1","Ordered","2005-05-03 14:01:06"
"29","39","66.43","2","En Route","2003-10-16 15:15:05"
"30","5","215.95","18","Ordered","2007-01-10 05:54:37"
"31","27","475.97","19","Ordered","1983-03-17 23:13:59"
"32","35","175.80","8","En Route","2007-08-21 02:59:01"
"33","0","94.02","1","Returned","2003-09-13 15:27:12"
"34","21","473.40","14","En Route","2008-07-10 14:22:22"
"35","88","367.32","4","Returned","1974-06-06 21:33:38"
"36","72","206.44","15","Ordered","2001-06-05 22:44:28"
"37","86","294.96","5","Ordered","1999-09-21 20:55:19"
"38","12","374.17","11","Ordered","2003-01-28 02:14:22"
"39","5","33.41","6","En Route","1978-01-19 18:07:35"
"40","72","173.08","15","Returned","2017-08-11 17:41:16"
"41","61","55.93","6","Ordered","1972-03-13 12:14:27"
"42","18","153.68","9","Ordered","2019-07-10 17:17:43"
"43","3","163.65","17","En Route","1999-10-06 08:21:24"
"44","37","257.97","6","Returned","2007-09-23 01:21:24"
"45","40","343.21","13","Returned","2001-12-29 18:46:47"
"46","9","392.44","9","Ordered","1991-07-04 01:36:02"
"47","49","7.39","5","Returned","2008-03-12 08:12:07"
"48","49","93.91","15","Returned","1990-08-12 00:29:38"
"49","69","201.53","10","Returned","2020-07-08 12:24:53"
"50","65","218.39","3","En Route","2003-05-06 21:56:37"
"51","46","78.37","9","Returned","2007-04-28 21:59:27"
"52","11","331.29","16","En Route","2015-11-30 09:25:09"
"53","46","101.11","17","Returned","2004-09-25 11:59:33"
"54","26","162.04","3","Returned","1984-02-06 12:27:12"
"55","85","290.49","2","En Route","1977-03-24 10:56:39"
"56","20","290.42","8","En Route","1999-05-24 11:22:59"
"57","90","272.67","7","En Route","1999-12-29 07:21:06"
"58","45","462.59","14","Returned","1970-12-31 00:03:26"
"59","59","235.53","4","Ordered","2006-05-25 02:56:53"
"60","18","32.50","11","En Route","1987-05-29 15:38:26"
"61","36","96.48","1","En Route","1996-07-19 19:01:52"
"62","86","400.71","19","En Route","1982-05-01 08:00:32"
"63","1","65.25","16","Ordered","1972-02-17 07:46:32"
"64","84","211.40","18","En Route","1971-06-28 15:18:10"
"65","78","313.11","9","Returned","2009-12-19 01:40:22"
"66","48","379.70","10","Returned","1978-03-25 04:12:30"
"67","96","158.63","18","Ordered","2018-03-07 13:51:35"
"68","84","58.84","9","Ordered","2009-06-24 04:42:18"
"69","80","2.96","15","En Route","1975-04-13 06:11:10"
"70","16","274.14","8","Returned","2006-05-27 08:15:59"
"71","9","172.61","3","Ordered","1995-09-22 19:49:57"
"72","75","368.05","3","En Route","1989-10-02 08:01:16"
"73","45","143.63","12","Returned","1991-12-03 19:16:22"
"74","74","482.49","18","En Route","2016-09-21 04:24:24"
"75","33","390.00","20","Ordered","1988-09-09 19:44:20"
"76","36","184.49","2","Returned","2021-04-11 21:02:36"
"77","78","444.84","6","Ordered","1974-09-09 18:42:44"
"78","80","279.75","5","Returned","1973-08-10 05:46:36"
"79","4","252.58","12","Returned","2019-12-24 23:22:17"
"80","97","41.58","7","Returned","1970-07-26 20:54:26"
"81","21","441.89","18","En Route","2002-12-15 09:22:08"
"82","80","1.39","4","Returned","2020-08-27 10:33:05"
